"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","quality.class"
"1348",8.2,0.35,0.4,6.3,0.039,0.035,0.162,0.9936,3.15,0.34,11.9,7,"high"
"1349",7.8,0.29,0.36,7,0.042,0.038,0.161,0.9941,3.26,0.37,11.2,8,"high"
"1350",6.8,0.35,0.39,0.9,0.042,0.015,0.061,0.9924,2.96,0.28,10.4,4,"low"
"1351",8,0.26,0.39,3.9,0.034,0.022,0.122,0.9917,3.29,0.67,12.8,7,"high"
"1352",6.5,0.37,0.33,3.9,0.027,0.04,0.13,0.9906,3.28,0.39,12.7,7,"high"
"1353",5.7,0.21,0.24,2.3,0.047,0.06,0.189,0.995,3.17,0.72,10.1,6,"high"
"1354",6.7,0.18,0.3,6.4,0.048,0.04,0.251,0.9956,3.29,0.52,10,5,"low"
"1355",7.8,0.13,0.3,1.8,0.04,0.043,0.179,0.9955,3.43,0.41,9,5,"low"
"1356",7.6,0.19,0.41,1.1,0.04,0.038,0.143,0.9907,2.92,0.42,11.4,5,"low"
"1357",7.3,0.22,0.41,15.4,0.05,0.055,0.191,1,3.32,0.59,8.9,6,"high"
"1358",6.3,0.29,0.4,6.5,0.039,0.043,0.167,0.9953,3.15,0.44,9.3,6,"high"
"1359",6.8,0.35,0.32,2.4,0.048,0.035,0.103,0.9911,3.28,0.46,12,8,"high"
"1360",6.5,0.19,0.32,1.4,0.04,0.031,0.132,0.9922,3.36,0.54,10.8,7,"high"
"1361",6.2,0.12,0.26,5.7,0.044,0.056,0.158,0.9951,3.52,0.37,10.5,6,"high"
"1362",6,0.13,0.28,5.7,0.038,0.056,0.1895,0.9948,3.17,0.43,10.6,7,"high"
"1363",6.4,0.25,0.33,1.4,0.04,0.042,0.115,0.9906,3.19,0.48,11.3,7,"high"
"1364",6.9,0.32,0.16,1.4,0.051,0.015,0.096,0.994,3.22,0.38,9.5,4,"low"
"1365",7.6,0.19,0.41,1.1,0.04,0.038,0.143,0.9907,2.92,0.42,11.4,5,"low"
"1366",6.7,0.13,0.28,1.2,0.046,0.035,0.14,0.9927,3.33,0.33,10.1,7,"high"
"1367",7,0.14,0.41,0.9,0.037,0.022,0.095,0.9914,3.25,0.43,10.9,6,"high"
"1368",7.6,0.27,0.24,3.8,0.058,0.019,0.115,0.9958,3.15,0.45,8.9,5,"low"
"1369",7.3,0.22,0.41,15.4,0.05,0.055,0.191,1,3.32,0.59,8.9,6,"high"
"1370",7.4,0.26,0.47,14.15,0.042,0.042,0.185,0.9984,2.9,0.49,9.3,5,"low"
"1371",7.6,0.28,0.39,1.9,0.052,0.023,0.116,0.9941,3.25,0.4,10.4,6,"high"
"1372",8.3,0.26,0.41,9.2,0.042,0.041,0.162,0.9944,3.1,0.38,12,7,"high"
"1373",6.8,0.22,0.56,8.2,0.044,0.037,0.181,0.998,2.87,0.68,9.5,6,"high"
"1374",6.8,0.22,0.56,8.2,0.044,0.037,0.181,0.998,2.87,0.68,9.5,6,"high"
"1375",6.9,0.23,0.34,2.7,0.032,0.024,0.121,0.9902,3.14,0.38,12.4,7,"high"
"1376",6.2,0.3,0.32,1.7,0.032,0.03,0.13,0.9911,3.28,0.41,11.2,7,"high"
"1377",6.9,0.27,0.41,1.7,0.047,0.006,0.134,0.9929,3.15,0.69,11.4,6,"high"
"1378",6.9,0.28,0.41,1.7,0.05,0.01,0.136,0.993,3.16,0.71,11.4,6,"high"
"1379",6.9,0.28,0.3,1.6,0.047,0.046,0.132,0.9918,3.35,0.38,11.1,7,"high"
"1380",6.9,0.46,0.2,0.9,0.054,0.005,0.126,0.992,3.1,0.42,10.4,6,"high"
"1381",6.9,0.38,0.32,8.5,0.044,0.036,0.152,0.9932,3.38,0.35,12,7,"high"
"1382",5.7,0.43,0.3,5.7,0.039,0.024,0.098,0.992,3.54,0.61,12.3,7,"high"
"1383",6.6,0.26,0.16,3.1,0.045,0.028,0.092,0.994,3.12,0.35,9.1,6,"high"
"1384",7.1,0.36,0.56,1.3,0.046,0.025,0.102,0.9923,3.24,0.33,10.5,6,"high"
"1385",6.8,0.23,0.4,1.6,0.047,0.005,0.133,0.993,3.23,0.7,11.4,6,"high"
"1386",6.2,0.33,0.29,1.3,0.042,0.026,0.138,0.9956,3.17,0.64,9.5,5,"low"
"1387",5.6,0.26,0.13,4.5,0.039,0.017,0.116,0.9907,3.42,0.47,13.7,7,"high"
"1388",6.6,0.42,0.33,2.8,0.034,0.015,0.085,0.99,3.28,0.51,13.4,6,"high"
"1389",7.3,0.18,0.29,1.2,0.044,0.012,0.143,0.9918,3.2,0.48,11.3,7,"high"
"1390",8.1,0.19,0.4,0.9,0.037,0.073,0.18,0.9926,3.06,0.34,10,6,"high"
"1391",5.9,0.19,0.26,7.4,0.034,0.033,0.123,0.995,3.49,0.42,10.1,6,"high"
"1392",6.2,0.16,0.47,1.4,0.029,0.023,0.081,0.99,3.26,0.42,12.2,6,"high"
"1393",6.6,0.42,0.33,2.8,0.034,0.015,0.085,0.99,3.28,0.51,13.4,6,"high"
"1394",5.7,0.135,0.3,4.6,0.042,0.019,0.101,0.9946,3.31,0.42,9.3,6,"high"
"1395",5.6,0.26,0.13,4.5,0.039,0.017,0.116,0.9907,3.42,0.47,13.7,7,"high"
"1396",6.9,0.19,0.33,1.6,0.039,0.027,0.098,0.9898,3.09,0.46,12.3,7,"high"
"1397",7.3,0.18,0.29,1.2,0.044,0.012,0.143,0.9918,3.2,0.48,11.3,7,"high"
"1398",7.3,0.25,0.36,13.1,0.05,0.035,0.2,0.9986,3.04,0.46,8.9,7,"high"
"1399",7.3,0.25,0.36,13.1,0.05,0.035,0.2,0.9986,3.04,0.46,8.9,7,"high"
"1400",7,0.2,0.34,5.7,0.035,0.032,0.083,0.9928,3.19,0.46,11.5,6,"high"
"1401",7.3,0.25,0.36,13.1,0.05,0.035,0.2,0.9986,3.04,0.46,8.9,7,"high"
"1402",6.3,0.26,0.48,12.6,0.052,0.057,0.222,0.9979,3.17,0.52,9.3,6,"high"
"1403",7.4,0.4,0.29,5.4,0.044,0.031,0.122,0.994,3.3,0.5,11.1,8,"high"
"1404",7.1,0.26,0.31,2.2,0.044,0.029,0.128,0.9937,3.34,0.64,10.9,8,"high"
"1405",6.8,0.31,0.48,6.6,0.043,0.011,0.073,0.9938,2.9,0.38,11.6,5,"low"
"1406",6.3,0.39,0.24,6.9,0.069,0.009,0.117,0.9942,3.15,0.35,10.2,4,"low"
"1407",8.2,0.22,0.36,6.8,0.034,0.012,0.09,0.9944,3.01,0.38,10.5,8,"high"
"1408",7.1,0.19,0.28,3.6,0.033,0.016,0.078,0.993,2.91,0.47,11.4,6,"high"
"1409",7.3,0.25,0.36,13.1,0.05,0.035,0.2,0.9986,3.04,0.46,8.9,7,"high"
"1410",7.9,0.2,0.34,1.2,0.04,0.029,0.118,0.9932,3.14,0.41,10.6,6,"high"
"1411",7.1,0.26,0.32,5.9,0.037,0.039,0.097,0.9934,3.31,0.4,11.6,6,"high"
"1412",7,0.2,0.34,5.7,0.035,0.032,0.083,0.9928,3.19,0.46,11.5,6,"high"
"1413",6.9,0.3,0.33,4.1,0.035,0.026,0.155,0.9925,3.25,0.47,12.3,8,"high"
"1414",8.1,0.29,0.49,7.1,0.042,0.022,0.124,0.9944,3.14,0.41,10.8,6,"high"
"1415",5.8,0.17,0.3,1.4,0.037,0.055,0.13,0.9909,3.29,0.38,11.3,6,"high"
"1416",5.9,0.415,0.31,0.8,0.038,0.022,0.063,0.9932,3.36,0.36,9.3,5,"low"
"1417",6.6,0.23,0.26,1.3,0.045,0.016,0.128,0.9934,3.36,0.6,10,6,"high"
"1418",8.6,0.26,0.35,15.55,0.057,0.0355,0.134,1.0001,3.04,0.63,11,3,"low"
"1419",6.9,0.35,0.31,1,0.044,0.018,0.132,0.992,3.13,0.55,10.2,5,"low"
"1420",7.6,0.14,0.31,1.6,0.04,0.027,0.103,0.9916,3.07,0.4,10.8,7,"high"
"1421",6.8,0.28,0.49,11.8,0.042,0.029,0.137,0.998,3.1,0.34,10.1,4,"low"
"1422",6.2,0.18,0.49,4.5,0.047,0.017,0.09,0.9919,3.27,0.37,11.6,6,"high"
"1423",5.3,0.165,0.24,1.1,0.051,0.025,0.105,0.9925,3.32,0.47,9.1,5,"low"
"1424",6.8,0.25,0.31,10,0.056,0.036,0.225,0.9977,3.06,0.43,10,4,"low"
"1425",8.1,0.29,0.49,7.1,0.042,0.022,0.124,0.9944,3.14,0.41,10.8,6,"high"
"1426",6.8,0.22,0.49,0.9,0.052,0.026,0.128,0.991,3.25,0.35,11.4,6,"high"
"1427",7.2,0.22,0.49,1,0.045,0.034,0.14,0.99,3.05,0.34,12.7,6,"high"
"1428",7.4,0.25,0.49,1.1,0.042,0.035,0.156,0.9917,3.13,0.55,11.3,5,"low"
"1429",8.2,0.18,0.49,1.1,0.033,0.028,0.081,0.9923,3,0.68,10.4,7,"high"
"1430",6.1,0.22,0.49,1.5,0.051,0.018,0.087,0.9928,3.3,0.46,9.6,5,"low"
"1431",7,0.39,0.24,1,0.048,0.008,0.119,0.9923,3,0.31,10.1,4,"low"
"1432",6.1,0.22,0.49,1.5,0.051,0.018,0.087,0.9928,3.3,0.46,9.6,5,"low"
"1433",6.5,0.36,0.49,2.9,0.03,0.016,0.094,0.9902,3.1,0.49,12.1,7,"high"
"1434",7.1,0.29,0.49,1.2,0.031,0.032,0.099,0.9893,3.07,0.33,12.2,6,"high"
"1435",7.4,0.25,0.49,1.1,0.042,0.035,0.156,0.9917,3.13,0.55,11.3,5,"low"
"1436",6.9,0.23,0.24,14.2,0.053,0.019,0.094,0.9982,3.17,0.5,9.6,5,"low"
"1437",8.5,0.26,0.31,17.85,0.051,0.051,0.243,1.0005,2.99,0.7,9.2,5,"low"
"1438",8.2,0.18,0.49,1.1,0.033,0.028,0.081,0.9923,3,0.68,10.4,7,"high"
"1439",6.3,0.23,0.49,7.1,0.05,0.067,0.21,0.9951,3.23,0.34,9.5,5,"low"
"1440",6.1,0.25,0.49,7.6,0.052,0.067,0.226,0.9956,3.16,0.47,8.9,5,"low"
"1441",7.2,0.26,0.31,13.6,0.05,0.056,0.162,0.998,3.03,0.44,8.8,5,"low"
"1442",7.2,0.31,0.24,1.4,0.057,0.017,0.117,0.9928,3.16,0.35,10.5,5,"low"
"1443",8,0.25,0.49,1.2,0.061,0.027,0.117,0.9938,3.08,0.34,9.4,5,"low"
"1444",7,0.18,0.49,5.3,0.04,0.034,0.125,0.9914,3.24,0.4,12.2,6,"high"
"1445",7.8,0.43,0.49,13,0.033,0.037,0.158,0.9955,3.14,0.35,11.3,6,"high"
"1446",8.3,0.2,0.31,4.45,0.044,0.033,0.13,0.9924,3.25,0.42,12.2,6,"high"
"1447",6.3,0.27,0.49,1.2,0.063,0.035,0.092,0.9911,3.38,0.42,12.2,6,"high"
"1448",7.4,0.16,0.49,1.2,0.055,0.018,0.15,0.9917,3.23,0.47,11.2,6,"high"
"1449",7.4,0.16,0.49,1.2,0.055,0.018,0.15,0.9917,3.23,0.47,11.2,6,"high"
"1450",6.9,0.19,0.49,6.6,0.036,0.049,0.172,0.9932,3.2,0.27,11.5,6,"high"
"1451",7.8,0.43,0.49,13,0.033,0.037,0.158,0.9955,3.14,0.35,11.3,6,"high"
"1452",7.2,0.4,0.49,1.1,0.048,0.011,0.138,0.9929,3.01,0.42,9.3,5,"low"
"1453",7.8,0.43,0.49,13,0.033,0.037,0.158,0.9955,3.14,0.35,11.3,6,"high"
"1454",7.6,0.26,0.49,14,0.034,0.037,0.156,0.9958,3.14,0.38,11.8,7,"high"
"1455",8.3,0.21,0.49,19.8,0.054,0.05,0.231,1.0012,2.99,0.54,9.2,5,"low"
"1456",6.9,0.34,0.31,11.2,0.069,0.044,0.15,0.9968,3,0.47,9.2,5,"low"
"1457",6.3,0.27,0.49,1.2,0.063,0.035,0.092,0.9911,3.38,0.42,12.2,6,"high"
"1458",8.3,0.2,0.31,4.45,0.044,0.033,0.13,0.9924,3.25,0.42,12.2,6,"high"
"1459",7.1,0.22,0.31,2.7,0.044,0.042,0.144,0.991,3.31,0.41,12.2,6,"high"
"1460",7.9,0.11,0.49,4.5,0.048,0.027,0.133,0.9946,3.24,0.42,10.6,6,"high"
"1461",8.5,0.17,0.31,3.6,0.05,0.029,0.128,0.9928,3.28,0.4,12.4,6,"high"
"1462",6.4,0.145,0.49,5.4,0.048,0.054,0.164,0.9946,3.56,0.44,10.8,6,"high"
"1463",7.4,0.16,0.49,1.2,0.055,0.018,0.15,0.9917,3.23,0.47,11.2,6,"high"
"1464",8.3,0.19,0.49,1.2,0.051,0.011,0.137,0.9918,3.06,0.46,11,6,"high"
"1465",8,0.44,0.49,9.1,0.031,0.046,0.151,0.9926,3.16,0.27,12.7,8,"high"
"1466",7,0.2,0.31,0.8,0.044,0.019,0.163,0.9931,3.46,0.53,10.2,5,"low"
"1467",6.9,0.19,0.49,6.6,0.036,0.049,0.172,0.9932,3.2,0.27,11.5,6,"high"
"1468",7.1,0.25,0.49,3,0.03,0.03,0.096,0.9903,3.13,0.39,12.3,7,"high"
"1469",6.5,0.24,0.24,1.6,0.046,0.015,0.06,0.9928,3.19,0.39,9.8,5,"low"
"1470",7.2,0.4,0.49,1.1,0.048,0.011,0.138,0.9929,3.01,0.42,9.3,5,"low"
"1471",7.6,0.26,0.49,14,0.034,0.037,0.156,0.9958,3.14,0.38,11.8,7,"high"
"1472",7.8,0.43,0.49,13,0.033,0.037,0.158,0.9955,3.14,0.35,11.3,6,"high"
"1473",7.8,0.21,0.49,1.35,0.052,0.006,0.048,0.9911,3.15,0.28,11.4,5,"low"
"1474",7,0.2,0.49,5.9,0.038,0.039,0.128,0.9938,3.21,0.48,10.8,6,"high"
"1475",6.9,0.25,0.24,3.6,0.057,0.013,0.085,0.9942,2.99,0.48,9.5,4,"low"
"1476",7.2,0.08,0.49,1.3,0.05,0.018,0.148,0.9945,3.46,0.44,10.2,6,"high"
"1477",7.1,0.26,0.49,8.7,0.028,0.04,0.184,0.9962,3.22,0.36,10.7,5,"low"
"1478",7.6,0.26,0.24,1.2,0.04,0.01,0.104,0.992,3.05,0.29,10.8,6,"high"
"1479",7.9,0.22,0.24,4.6,0.044,0.039,0.159,0.9927,2.99,0.28,11.5,6,"high"
"1480",7.7,0.16,0.49,2,0.056,0.02,0.124,0.9948,3.32,0.49,10.7,6,"high"
"1481",7.2,0.08,0.49,1.3,0.05,0.018,0.148,0.9945,3.46,0.44,10.2,6,"high"
"1482",6.6,0.25,0.24,1.7,0.048,0.026,0.124,0.9942,3.37,0.6,10.1,6,"high"
"1483",6.7,0.16,0.49,2.4,0.046,0.057,0.187,0.9952,3.17,0.47,10.4,6,"high"
"1484",6.9,0.25,0.24,3.6,0.057,0.013,0.085,0.9942,2.99,0.48,9.5,4,"low"
"1485",7.5,0.32,0.24,4.6,0.053,0.008,0.134,0.9958,3.14,0.5,9.1,3,"low"
"1486",7.4,0.28,0.49,1.5,0.034,0.02,0.126,0.9918,2.98,0.39,10.6,6,"high"
"1487",6.2,0.15,0.49,0.9,0.033,0.017,0.051,0.9932,3.3,0.7,9.4,6,"high"
"1488",6.7,0.25,0.31,19.4,0.054,0.044,0.169,1.0004,3.51,0.45,9.8,6,"high"
"1489",6.5,0.26,0.31,13.3,0.044,0.068,0.224,0.9972,3.18,0.54,9.5,6,"high"
"1490",7.9,0.16,0.31,17.85,0.037,0.052,0.187,0.9998,2.99,0.41,9.3,5,"low"
"1491",5.6,0.185,0.49,1.1,0.03,0.028,0.117,0.9918,3.55,0.45,10.3,6,"high"
"1492",7.5,0.2,0.49,1.3,0.031,0.008,0.097,0.9918,3.06,0.62,11.1,5,"low"
"1493",8,0.3,0.49,9.4,0.046,0.047,0.188,0.9964,3.14,0.48,10,5,"low"
"1494",8,0.34,0.49,9,0.033,0.039,0.18,0.9936,3.13,0.38,12.3,8,"high"
"1495",7.7,0.35,0.49,8.65,0.033,0.042,0.186,0.9931,3.14,0.38,12.4,8,"high"
"1496",7.6,0.29,0.49,9.6,0.03,0.045,0.197,0.9938,3.13,0.38,12.3,7,"high"
"1497",6.7,0.26,0.24,1.1,0.039,0.006,0.062,0.9934,3.41,0.32,10.4,5,"low"
"1498",6.8,0.27,0.49,1.2,0.044,0.035,0.126,0.99,3.13,0.48,12.1,7,"high"
"1499",7.7,0.27,0.49,1.8,0.041,0.023,0.086,0.9914,3.16,0.42,12.5,6,"high"
"1500",6.7,0.26,0.24,2.1,0.043,0.014,0.155,0.9904,3.22,0.6,13,6,"high"
"1501",7.4,0.19,0.49,9.3,0.03,0.026,0.132,0.994,2.99,0.32,11,7,"high"
"1502",8.3,0.2,0.49,1.7,0.04,0.034,0.169,0.9938,3.05,0.37,10.1,5,"low"
"1503",6.6,0.3,0.24,1.2,0.034,0.017,0.121,0.9933,3.13,0.36,9.2,5,"low"
"1504",6.8,0.36,0.24,4.6,0.039,0.024,0.124,0.9909,3.27,0.34,12.6,7,"high"
"1505",7,0.17,0.31,12.8,0.045,0.024,0.126,0.9942,3.26,0.38,12.2,8,"high"
"1506",6.8,0.18,0.49,1.5,0.041,0.039,0.13,0.9945,3.04,0.49,9.8,7,"high"
"1507",8.1,0.2,0.49,8.1,0.051,0.051,0.205,0.9954,3.1,0.52,11,6,"high"
"1508",7.8,0.26,0.31,7.5,0.044,0.059,0.16,0.996,3.22,0.64,10,6,"high"
"1509",6.8,0.21,0.49,14.5,0.06,0.05,0.17,0.9991,3.55,0.44,9.8,6,"high"
"1510",7.9,0.2,0.49,1.6,0.053,0.015,0.144,0.993,3.16,0.47,10.5,5,"low"
"1511",8,0.18,0.49,1.8,0.061,0.01,0.145,0.9942,3.23,0.48,10,5,"low"
"1512",8.8,0.23,0.31,3.2,0.042,0.015,0.126,0.9934,3.02,0.51,11.2,6,"high"
"1513",7.3,0.22,0.49,9.4,0.034,0.029,0.134,0.9939,2.99,0.32,11,7,"high"
"1514",7.3,0.22,0.49,9.9,0.031,0.048,0.161,0.9937,3.01,0.28,11.2,6,"high"
"1515",7.4,0.19,0.49,9.3,0.03,0.026,0.132,0.994,2.99,0.32,11,7,"high"
"1516",7.3,0.155,0.49,1.3,0.039,0.034,0.136,0.9926,3.14,0.47,10.5,6,"high"
"1517",8.2,0.22,0.49,9.6,0.037,0.053,0.154,0.9951,3.02,0.33,10.6,6,"high"
"1518",8.2,0.24,0.49,9.3,0.038,0.052,0.163,0.9952,3.02,0.33,10.6,6,"high"
"1519",8.4,0.23,0.49,7.8,0.035,0.022,0.095,0.9935,3.04,0.34,12,6,"high"
"1520",8.3,0.2,0.49,1.7,0.04,0.034,0.169,0.9938,3.05,0.37,10.1,5,"low"
"1521",8.3,0.2,0.49,1.7,0.038,0.038,0.167,0.9939,3.05,0.37,10.1,6,"high"
"1522",6.6,0.3,0.24,1.2,0.034,0.017,0.121,0.9933,3.13,0.36,9.2,5,"low"
"1523",6.9,0.21,0.49,1.4,0.041,0.015,0.164,0.9927,3.25,0.63,11,5,"low"
"1524",8,0.25,0.49,9,0.044,0.031,0.185,0.998,3.34,0.49,10,6,"high"
"1525",6.6,0.21,0.49,18.15,0.042,0.041,0.158,0.9997,3.28,0.39,8.7,6,"high"
"1526",7.2,0.27,0.31,12.5,0.037,0.047,0.156,0.9981,3.04,0.44,8.7,5,"low"
"1527",6.8,0.27,0.49,1.1,0.037,0.033,0.156,0.992,3.15,0.54,11.1,6,"high"
"1528",7.9,0.28,0.49,7.7,0.045,0.048,0.195,0.9954,3.04,0.55,11,6,"high"
"1529",7.4,0.27,0.49,1.1,0.037,0.033,0.156,0.992,3.15,0.54,11.1,6,"high"
"1530",6.6,0.21,0.49,18.15,0.042,0.041,0.158,0.9997,3.28,0.39,8.7,6,"high"
"1531",7.2,0.27,0.31,12.5,0.037,0.047,0.156,0.9981,3.04,0.44,8.7,5,"low"
"1532",8.1,0.3,0.49,8.1,0.037,0.026,0.174,0.9943,3.1,0.3,11.2,7,"high"
"1533",7.5,0.23,0.49,7.7,0.049,0.061,0.209,0.9941,3.14,0.3,11.1,7,"high"
"1534",7.3,0.26,0.49,5,0.028,0.032,0.107,0.9936,3.24,0.54,10.8,6,"high"
"1535",7.1,0.18,0.31,15.6,0.044,0.044,0.176,0.9996,3.38,0.67,9,6,"high"
"1536",8.5,0.15,0.49,1.5,0.031,0.017,0.122,0.9932,3.03,0.4,10.3,6,"high"
"1537",6.8,0.13,0.49,1,0.028,0.006,0.024,0.9926,2.91,0.32,9.9,5,"low"
"1538",8.1,0.28,0.49,1,0.04,0.032,0.148,0.9936,3.13,0.41,10,6,"high"
"1539",6,0.17,0.49,1,0.034,0.026,0.106,0.992,3.21,0.42,9.8,6,"high"
"1540",7.3,0.26,0.49,5,0.028,0.032,0.107,0.9936,3.24,0.54,10.8,6,"high"
"1541",7.1,0.18,0.31,15.6,0.044,0.044,0.176,0.9996,3.38,0.67,9,6,"high"
"1542",7.1,0.26,0.24,0.8,0.029,0.029,0.086,0.993,3.16,0.32,9.1,4,"low"
"1543",7.2,0.16,0.49,1.3,0.037,0.027,0.104,0.9924,3.23,0.57,10.6,6,"high"
"1544",7.3,0.14,0.49,1.1,0.038,0.028,0.099,0.9928,3.2,0.72,10.6,6,"high"
"1545",6.8,0.13,0.49,1,0.028,0.006,0.024,0.9926,2.91,0.32,9.9,5,"low"
"1546",7.9,0.12,0.49,5.2,0.049,0.033,0.152,0.9952,3.18,0.47,10.6,6,"high"
"1547",6.7,0.29,0.49,4.7,0.034,0.035,0.156,0.9945,3.13,0.45,9.9,6,"high"
"1548",6.7,0.3,0.49,4.8,0.034,0.036,0.158,0.9945,3.12,0.45,9.9,6,"high"
"1549",7.1,0.36,0.24,1.8,0.025,0.032,0.102,0.9903,3.34,0.59,12.8,6,"high"
"1550",8.5,0.15,0.49,1.5,0.031,0.017,0.122,0.9932,3.03,0.4,10.3,6,"high"
"1551",7.9,0.18,0.49,5.2,0.051,0.036,0.157,0.9953,3.18,0.48,10.6,6,"high"
"1552",6.6,0.19,0.31,1.2,0.042,0.045,0.129,0.9936,3.09,0.31,8.7,6,"high"
"1553",7.3,0.21,0.49,1.8,0.038,0.044,0.152,0.9912,3.32,0.44,12.6,7,"high"
"1554",6.9,0.3,0.49,7.6,0.057,0.025,0.156,0.9962,3.43,0.63,11,7,"high"
"1555",7.9,0.42,0.49,8.2,0.056,0.032,0.164,0.9965,3.29,0.6,11.2,7,"high"
"1556",6.9,0.24,0.49,1.3,0.032,0.035,0.148,0.9932,3.45,0.57,10.7,7,"high"
"1557",7.6,0.23,0.49,10,0.036,0.045,0.182,0.9967,3.08,0.58,9.6,6,"high"
"1558",7.9,0.18,0.49,5.2,0.051,0.036,0.157,0.9953,3.18,0.48,10.6,6,"high"
"1559",6.2,0.43,0.49,6.4,0.045,0.012,0.115,0.9963,3.27,0.57,9,4,"low"
"1560",8.8,0.35,0.49,1,0.036,0.014,0.056,0.992,2.96,0.33,10.5,4,"low"
"1561",7.8,0.3,0.31,1.8,0.033,0.033,0.156,0.991,3.29,0.52,12.8,6,"high"
"1562",6.8,0.28,0.49,2,0.059,0.01,0.112,0.9958,3.15,0.46,10.1,5,"low"
"1563",7.1,0.34,0.49,1.5,0.027,0.026,0.126,0.99,3.3,0.33,12.2,7,"high"
"1564",7.8,0.3,0.31,1.8,0.033,0.033,0.156,0.991,3.29,0.52,12.8,6,"high"
"1565",6.8,0.28,0.49,2,0.059,0.01,0.112,0.9958,3.15,0.46,10.1,5,"low"
"1566",8.5,0.19,0.49,3.5,0.044,0.029,0.117,0.9938,3.14,0.51,10.1,6,"high"
"1567",7.6,0.18,0.49,18.05,0.046,0.036,0.158,0.9996,3.06,0.41,9.2,5,"low"
"1568",7.5,0.19,0.49,1.8,0.055,0.019,0.11,0.9946,3.33,0.44,9.9,5,"low"
"1569",7.4,0.3,0.49,8.2,0.055,0.049,0.188,0.9974,3.52,0.58,9.7,6,"high"
"1570",6.7,0.3,0.31,5,0.038,0.035,0.157,0.9945,3.21,0.46,9.9,5,"low"
"1571",6.6,0.3,0.31,4.6,0.041,0.036,0.159,0.9946,3.21,0.45,9.9,5,"low"
"1572",7.4,0.3,0.49,8.2,0.055,0.049,0.188,0.9974,3.52,0.58,9.7,6,"high"
"1573",6.9,0.22,0.49,7,0.063,0.05,0.168,0.9957,3.54,0.5,10.3,6,"high"
"1574",7.8,0.26,0.49,3.1,0.045,0.021,0.116,0.9931,3.16,0.35,10.3,5,"low"
"1575",8.5,0.17,0.49,8.8,0.048,0.023,0.108,0.9947,2.88,0.34,10.5,4,"low"
"1576",6.8,0.17,0.31,2.4,0.053,0.061,0.182,0.9953,3.17,0.76,10.5,6,"high"
"1577",6.2,0.27,0.49,1.4,0.05,0.02,0.074,0.9931,3.32,0.44,9.8,6,"high"
"1578",7.1,0.26,0.49,1.8,0.05,0.017,0.128,0.9946,3.31,0.58,10.6,4,"low"
"1579",6.4,0.18,0.31,11.9,0.046,0.054,0.168,0.9978,3.17,0.68,10.1,5,"low"
"1580",7.6,0.31,0.49,13.4,0.062,0.05,0.191,0.9989,3.22,0.53,9,4,"low"
"1581",6.8,0.31,0.49,15.4,0.046,0.013,0.119,1.0004,3.18,0.45,9.5,5,"low"
"1582",6.8,0.3,0.49,7.2,0.039,0.032,0.084,0.9938,2.94,0.32,11.5,6,"high"
"1583",8.4,0.24,0.49,7.4,0.039,0.046,0.108,0.9934,3.03,0.33,11.9,7,"high"
"1584",6.4,0.18,0.31,11.9,0.046,0.054,0.168,0.9978,3.17,0.68,10.1,5,"low"
"1585",6.4,0.25,0.31,7.8,0.045,0.052,0.209,0.9956,3.21,0.42,9.2,6,"high"
"1586",7.3,0.3,0.31,13.5,0.039,0.046,0.165,0.9982,3.02,0.4,8.7,5,"low"
"1587",6.8,0.31,0.49,1.3,0.042,0.034,0.147,0.9948,3.11,0.46,9.8,5,"low"
"1588",6.4,0.25,0.31,7.8,0.045,0.052,0.209,0.9956,3.21,0.42,9.2,6,"high"
"1589",7.3,0.3,0.31,13.5,0.039,0.046,0.165,0.9982,3.02,0.4,8.7,5,"low"
"1590",7,0.27,0.31,1.5,0.036,0.027,0.122,0.9926,3.35,0.48,11.2,6,"high"
"1591",7.9,0.14,0.31,1.2,0.028,0.03,0.165,0.991,3.08,0.47,12.3,6,"high"
"1592",6.4,0.12,0.49,6.4,0.042,0.049,0.161,0.9945,3.34,0.44,10.4,6,"high"
"1593",6.8,0.21,0.31,1.2,0.047,0.025,0.111,0.9916,3.13,0.41,10.7,6,"high"
"1594",8.6,0.16,0.49,7.3,0.043,0.009,0.063,0.9953,3.13,0.59,10.5,6,"high"
"1595",7,0.29,0.49,3.8,0.047,0.037,0.136,0.9938,2.95,0.4,9.4,6,"high"
"1596",6.4,0.27,0.49,7.3,0.046,0.053,0.206,0.9956,3.24,0.43,9.2,6,"high"
"1597",6.6,0.26,0.31,2.7,0.034,0.056,0.122,0.9906,3.15,0.3,11.9,5,"low"
"1598",6.4,0.27,0.49,7.3,0.046,0.053,0.206,0.9956,3.24,0.43,9.2,6,"high"
"1599",6.3,0.24,0.31,1.4,0.042,0.024,0.108,0.9932,3.27,0.39,9.9,6,"high"
"1600",6.7,0.33,0.49,1.6,0.042,0.02,0.094,0.9914,3.11,0.5,11.4,6,"high"
"1601",7,0.29,0.49,3.8,0.047,0.037,0.136,0.9938,2.95,0.4,9.4,6,"high"
"1602",8.2,0.34,0.49,8,0.046,0.055,0.223,0.996,3.08,0.52,10.7,6,"high"
"1603",5.6,0.39,0.24,4.7,0.034,0.027,0.077,0.9906,3.28,0.36,12.7,5,"low"
